Label,Content
ham,I can make it up there squeezed lt gt bucks out of my dad
ham,good day to you tooPray for meRemove the teeth as its painful maintaining other stuff
ham,how are you babes hope your doing ok I had a shit nights sleep I fell asleep at 5IåÕm knackered and iåÕm dreading work tonight what are thou upto tonight X
ham,how do friends help us in problems they give the most stupid suggestion that lands us into another problem and helps us forgt the previous problem
ham,I m at work please call
ham,I will be gentle baby soon you will be taking all lt gt inches deep inside your tight pussy PUNCT 
ham,NOT MUCH NO FIGHTS IT WAS A GOOD NITE PUNCT 
ham,okok ok PUNCT then PUNCT whats ur todays plan
ham,nt joking seriously i told
ham,watching ajith film ah
ham,ooooooh I forgot to tell u I can get on yoville on my phone
ham,all done all handed in don t know if mega shop in asda counts as celebration but thats what i m doing
ham,I dont know exactly could you ask chechi
ham,dunno lei shd b driving lor cos i go sch 1 hr oni
ham,as in i want custom officer discount oh
ham,that s necessarily respectful
ham,hi hope you had a good day have a better night
ham,and he s apparently bffs with carly quick now
ham,HARD BUT TRUE how much you show amp express your love to someone PUNCT that much it will hurt when they leave you or you get seperated PUNCT ö Ó PUNCT Û ud evening PUNCT 
ham,babes I think I got ur brolly I left it in english wil bring it in 2mrw 4 u luv franxx
ham,hi babe its me thanks for coming even though it didnt go that welli just wanted my bed hope to see you soon love and kisses xxx
ham,so gd got free ice cream PUNCT I oso wan PUNCT 
ham,pls give her prometazine syrup 5mls then lt gt mins later feed
ham,so how many days since then
ham,dear are you angry i was busy dear
ham,yup he msg me is tat yijue then i tot it s my group mate cos we meeting today mah PUNCT I m askin if Ì leaving earlier or wat mah cos mayb Ì haf to walk v far PUNCT 
ham, PUNCT are you in the pub
ham,there is a first time for everything 
ham,daddy shu shu is looking 4 u PUNCT U wan me 2 tell him u re not in singapore or wat
ham,I ask if u meeting da ge tmr nite PUNCT 
ham,Gr8 so how do you handle the victoria island traffic plus when s the album due
ham,nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
ham,east coast
ham,you should get more chicken broth if you want ramen unless there s some I don t know about
ham,my slave I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone bright light
ham,nope I just forgot will show next week
ham,so how are you really what are you up to how s the masters and so on
ham,I m at bruce amp fowler now but I m in my mom s car so I can t park long story 
ham,I dont know oh hopefully this month
ham,hi elaine is today s meeting confirmed
ham,ok k PUNCT sry i knw 2 siva PUNCT tats y i askd PUNCT 
ham,sorry I ll call later
ham,U horrible gal PUNCT U knew dat i was going out wif him yest n u still come n ask me PUNCT 
ham,otherwise had part time job na tuition PUNCT 
ham,oh yeah and my diet just flew out the window
spam,santa calling would your little ones like a call from santa xmas eve call 09058094583 to book your time
ham,you didnt complete your gist oh
ham,er yeah i will b there at 15 26 sorry just tell me which pub cafe to sit in and come wen u can
ham,if you can make it any time tonight or whenever you can it s cool just text me whenever you re around
ham,if I was I wasn t paying attention
ham,thanx a lot 4 ur help
ham,you re gonna have to be way more specific than that
ham,jesus armand really is trying to tell everybody he can find
ham,I m wif him now buying tix lar PUNCT 
ham,mode men or have you left
ham,am slow in using biola s fne
ham, what are youdoing later sar xxx 
ham,hey i ve booked the 2 lessons on sun liao PUNCT 
ham,thank you do you generally date the brothas
ham,by the way make sure u get train to worc foregate street not shrub hill have fun night x
ham,I thought i d get him a watch just cos thats the kind of thing u get4an18th and he loves so much
spam,you have won a guaranteed 32000 award or maybe even å 1000 cash to claim ur award call free on 0800 PUNCT 18 its a legitimat efreefone number wat do u think PUNCT 
ham,good morning at the repair shop the ONLY reason i m up at this hour
ham,and that s fine I got enough bud to last most of the night at least
ham,I am back good journey let me know if you need any of the receipts shall i tell you like the pendent
ham,so that takes away some money worries
ham,aight we can pick some up you open before tonight
spam,latest news police station toilet stolen cops have nothing to go on
ham,sac needs to carry on 
ham,just sing HU I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through even things like choosing a phone plan require guidance when in doubt ask especially girls
ham,what PUNCT hello wats talks email address
ham,except theres a chick with huge boobs
ham,im just wondering what your doing right now
ham,wishing you a beautiful day each moment revealing even more things to keep you smiling do enjoy it
spam, for the most sparkling shopping breaks from 45 per person call 0121 2025050 or visit wwwshortbreaksorguk 
ham,arun can u transfr me d amt
ham,sorry I ll call later
ham,if you hear a loud scream in about lt gt minutes its cause my gyno will be shoving things up me that don t belong 
spam,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co FREE on 08002986906
ham,ok i thk i got it then u wan me 2 come now or wat
spam,txt CALL to no 86888 claim your reward of 3 hours talk time to use from your phone now Subscribe6GBP mnth inc 3hrs 16 stoptxtStop wwwgambtv
ham,U GOIN OUT 2NITE
ham,I will treasure every moment we spend together PUNCT 
ham,shall I bring us a bottle of wine to keep us amused only joking I Û ll bring one anyway
spam,http tms widelivecom index wmlid 820554ad0a1705572711 first trueåÁC C RingtoneåÁ
spam,get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å 33 50 only with the scotsman this saturday to stop go2 notxtcouk
spam,URGENT last weekend s draw shows that you have won å 1000 cash or a spanish holiday CALL NOW 09050000332 to claim T C RSTM SW7 3SS 150ppm
ham,ok lor
ham,I thought slide is enough
ham,yup
ham,well obviously not because all the people in my cool college life went home 
ham,ok lor Ì reaching then message me
ham,where s mummy s boy is he being good or bad is he being positive or negative why is mummy being made to wait hmmmm
ham,dhoni have luck to win some big titleso we will win 
ham,yes princess I want to please you every night your wish is my command PUNCT 
ham,what today sunday PUNCT sunday is holiday PUNCT so no work PUNCT 
ham,no probably lt gt 
ham,really do hope the work doesnt get stressful have a gr8 day
ham,have you seen who s back at holby PUNCT 
ham,shall call now dear having food
spam,URGENT we are trying to contact you last weekends draw shows u have won a å 1000 prize GUARANTEED call 09064017295 claim code K52 valid 12hrs 150p pm
ham,so li hai PUNCT me bored now da lecturer repeating last weeks stuff waste time PUNCT 
ham, and picking them up from various points going 2 yeovil and they will do the motor project 4 3 hours and then u take them home 12 2 530 max very easy
ham,also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong gt 
ham,ofcourse I also upload some songs
spam,2p per min to call germany 08448350055 from your BT line just 2p per min check planettalkinstantcom for info T s C s text stop to opt out
ham,K I will sent it again
ham,oh thanks a lot PUNCT i already bought 2 eggs PUNCT 
ham,K I will sent it again
ham,U studying in sch or going home anyway i ll b going 2 sch later
spam,marvel mobile play the official ultimate spider man game å 450 on ur mobile right now text SPIDER to 83338 for the game we ll send u a FREE 8Ball wallpaper
ham,I think if he rule tamilnadu PUNCT then its very tough for our people
ham,cool we shall go and see have to go to tip anyway are you at home got something to drop in later so lets go to town tonight maybe mum can take us in
ham,good afternoon my love PUNCT how goes your day how did you sleep I hope your well my boytoy PUNCT I think of you PUNCT 
ham,yes PUNCT I trust u to buy new stuff ASAP so I can try it out
spam,SMS SERVICES for your inclusive text credits pls goto wwwcomuknet login 3qxj9 unsubscribe with STOP no extra charge help 08702840625COMUK 220 CM2 9AE
ham,why did I wake up on my own gt 
ham,now get step 2 outta the way congrats again
ham,love has one law make happy the person you love in the same way friendship has one law never make ur friend feel alone until you are alive PUNCT gud night
spam,PRIVATE your 2003 account statement for 07808247860 shows 800 un redeemed S I M points call 08719899229 identifier code 40411 expires 06 11 04
ham,apo all other are mokka players only
ham,perhaps is much easy give your account identification so i will tomorrow at UNI
ham,wait I will msg after lt gt min
ham,what i told before i tell stupid hear after i wont tell anything to you you dad called to my brother and spoken not with me
ham,god s love has no limit god s grace has no measure god s power has no boundaries may u have god s endless blessings always in ur life PUNCT gud ni8
ham,I want to be inside you every night PUNCT 
ham,machan you go to gym tomorrow i wil come late goodnight
ham,lol they were mad at first but then they woke up and gave in
ham,I went to project centre
ham,it Û s reassuring in this crazy world
ham,just making dinner you 
ham,yes please leave at lt gt so that at lt gt we can leave
ham,oh PUNCT okie lor PUNCT we go on sat PUNCT 
ham,you are a great role model you are giving so much and i really wish each day for a miracle but god as a reason for everything and i must say i wish i knew why but i dont I ve looked up to you since i was young and i still do have a great day
ham,ya i m referin to mei s ex wat PUNCT no ah waitin 4 u to treat somebody shld b rich liao PUNCT so gd den u dun have to work frm tmr onwards PUNCT 
ham,miles and smiles r made frm same letters but do u know d difference PUNCT smile on ur face keeps me happy even though I am miles away from u PUNCT keep smiling PUNCT good nyt
ham,by the way i ve put a skip right outside the front of the house so you can see which house it is just pull up before it
ham,can you pls send me that company name in saibaba colany
ham,no I dont want to hear anything
ham,you are a big chic common declare
ham,thats cool I want to please you PUNCT 
ham,going to join tomorrow
spam,you are awarded a sipix digital camera call 09061221061 from landline delivery within 28days T cs Box177 M221BP 2yr warranty 150ppm 16 p på 399
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
